big data;artificial intelligence;autoimmunity;Sjogren;RA;SLE;lupus;machine learning;modelisation
Total_number_of_articles;44077
>25738152;First_Filter=PASSED;Last_filter=FAILED
>25715585;First_Filter=FAILED;Last_filter=FAILED
>25708662;First_Filter=PASSED;Last_filter=FAILED
>25706935;First_Filter=PASSED;Last_filter=FAILED
>25656756;First_Filter=PASSED;Last_filter=FAILED
>25626382;First_Filter=FAILED;Last_filter=FAILED
>25622335;First_Filter=PASSED;Last_filter=FAILED
>25601948;First_Filter=PASSED;Last_filter=FAILED
>25592575;First_Filter=PASSED;Last_filter=FAILED
>25587533;First_Filter=PASSED;Last_filter=FAILED
>25583507;First_Filter=PASSED;Last_filter=FAILED
>25466337;First_Filter=PASSED;Last_filter=FAILED
>25462632;First_Filter=PASSED;Last_filter=FAILED
>25382819;First_Filter=PASSED;Last_filter=FAILED
>25378629;First_Filter=PASSED;Last_filter=FAILED
>25349911;First_Filter=PASSED;Last_filter=FAILED
>25323153;First_Filter=PASSED;Last_filter=FAILED
>25223304;First_Filter=PASSED;Last_filter=FAILED
>25215285;First_Filter=PASSED;Last_filter=FAILED
>25186249;First_Filter=PASSED;Last_filter=FAILED
>25160375;First_Filter=PASSED;Last_filter=FAILED
>25143968;First_Filter=PASSED;Last_filter=FAILED
>25131153;First_Filter=PASSED;Last_filter=FAILED
>25123736;First_Filter=PASSED;Last_filter=FAILED
>25123728;First_Filter=PASSED;Last_filter=FAILED
>25123321;First_Filter=PASSED;Last_filter=FAILED
>25117552;First_Filter=PASSED;Last_filter=FAILED
>25029489;First_Filter=PASSED;Last_filter=FAILED
>25022322;First_Filter=PASSED;Last_filter=FAILED
>25000009;First_Filter=PASSED;Last_filter=FAILED
>24969690;First_Filter=PASSED;Last_filter=FAILED
>24943583;First_Filter=FAILED;Last_filter=FAILED
>24930023;First_Filter=PASSED;Last_filter=FAILED
>24909153;First_Filter=PASSED;Last_filter=FAILED
>24887521;First_Filter=PASSED;Last_filter=FAILED
>24886410;First_Filter=PASSED;Last_filter=FAILED
>24799088;First_Filter=PASSED;Last_filter=FAILED
>24729969;First_Filter=PASSED;Last_filter=FAILED
>24625719;First_Filter=PASSED;Last_filter=FAILED
>24565177;First_Filter=PASSED;Last_filter=FAILED
>24529915;First_Filter=PASSED;Last_filter=FAILED
>24465462;First_Filter=PASSED;Last_filter=FAILED
>24453073;First_Filter=PASSED;Last_filter=FAILED
>25954351;First_Filter=PASSED;Last_filter=FAILED
>24361690;First_Filter=PASSED;Last_filter=FAILED
>24338557;First_Filter=PASSED;Last_filter=FAILED
>24267033;First_Filter=PASSED;Last_filter=FAILED
>24271396;First_Filter=PASSED;Last_filter=FAILED
>24229779;First_Filter=PASSED;Last_filter=FAILED
>24229773;First_Filter=PASSED;Last_filter=FAILED
>24191692;First_Filter=PASSED;Last_filter=FAILED
>24147017;First_Filter=PASSED;Last_filter=FAILED
>24116207;First_Filter=PASSED;Last_filter=FAILED
>24110019;First_Filter=PASSED;Last_filter=FAILED
>24027761;First_Filter=PASSED;Last_filter=FAILED
>23920838;First_Filter=PASSED;Last_filter=FAILED
>23920788;First_Filter=PASSED;Last_filter=FAILED
>23789513;First_Filter=PASSED;Last_filter=FAILED
>23777524;First_Filter=PASSED;Last_filter=FAILED
>23520250;First_Filter=PASSED;Last_filter=FAILED
>23461549;First_Filter=PASSED;Last_filter=FAILED
>23304406;First_Filter=PASSED;Last_filter=FAILED
>23266912;First_Filter=PASSED;Last_filter=FAILED
>23212781;First_Filter=PASSED;Last_filter=FAILED
>23148517;First_Filter=PASSED;Last_filter=FAILED
>23031190;First_Filter=PASSED;Last_filter=FAILED
>22498655;First_Filter=PASSED;Last_filter=FAILED
>22139918;First_Filter=PASSED;Last_filter=FAILED
>22027197;First_Filter=PASSED;Last_filter=FAILED
>21734247;First_Filter=PASSED;Last_filter=FAILED
>21518546;First_Filter=FAILED;Last_filter=FAILED
>20405856;First_Filter=PASSED;Last_filter=FAILED
>20375444;First_Filter=PASSED;Last_filter=FAILED
>20180249;First_Filter=PASSED;Last_filter=FAILED
>19022732;First_Filter=PASSED;Last_filter=FAILED
>18844141;First_Filter=FAILED;Last_filter=FAILED
>18769400;First_Filter=PASSED;Last_filter=FAILED
>18315859;First_Filter=PASSED;Last_filter=FAILED
>17992751;First_Filter=FAILED;Last_filter=FAILED
>17719016;First_Filter=FAILED;Last_filter=FAILED
>17605778;First_Filter=FAILED;Last_filter=FAILED
>17314123;First_Filter=FAILED;Last_filter=FAILED
>16702030;First_Filter=FAILED;Last_filter=FAILED
>16639992;First_Filter=FAILED;Last_filter=FAILED
>16352654;First_Filter=FAILED;Last_filter=FAILED
>16128456;First_Filter=FAILED;Last_filter=FAILED
>16115795;First_Filter=FAILED;Last_filter=FAILED
>12964213;First_Filter=FAILED;Last_filter=FAILED
>12849905;First_Filter=FAILED;Last_filter=FAILED
>9950741;First_Filter=FAILED;Last_filter=FAILED
>8877751;First_Filter=FAILED;Last_filter=FAILED
>10172193;First_Filter=FAILED;Last_filter=FAILED
>8477229;First_Filter=FAILED;Last_filter=FAILED
>29114974;First_Filter=PASSED;Last_filter=FAILED
>28652353;First_Filter=PASSED;Last_filter=PASSED
>28332868;First_Filter=PASSED;Last_filter=PASSED
>28000011;First_Filter=PASSED;Last_filter=FAILED
>27899373;First_Filter=PASSED;Last_filter=FAILED
>26966029;First_Filter=PASSED;Last_filter=FAILED
>23087687;First_Filter=PASSED;Last_filter=FAILED
>21442976;First_Filter=FAILED;Last_filter=PASSED
>11397862;First_Filter=FAILED;Last_filter=FAILED
>29113317;First_Filter=PASSED;Last_filter=FAILED
>25842074;First_Filter=PASSED;Last_filter=FAILED
>29213124;First_Filter=PASSED;Last_filter=FAILED
>29204683;First_Filter=PASSED;Last_filter=FAILED
>28641552;First_Filter=PASSED;Last_filter=FAILED
>28281458;First_Filter=PASSED;Last_filter=FAILED
>28112897;First_Filter=PASSED;Last_filter=FAILED
>27621944;First_Filter=PASSED;Last_filter=FAILED
>27311175;First_Filter=FAILED;Last_filter=FAILED
>27098907;First_Filter=PASSED;Last_filter=FAILED
>27029875;First_Filter=FAILED;Last_filter=FAILED
>26491388;First_Filter=PASSED;Last_filter=FAILED
>26440935;First_Filter=PASSED;Last_filter=FAILED
>26337538;First_Filter=PASSED;Last_filter=FAILED
>25049972;First_Filter=PASSED;Last_filter=FAILED
>24571883;First_Filter=PASSED;Last_filter=FAILED
>24550647;First_Filter=PASSED;Last_filter=FAILED
>22516983;First_Filter=FAILED;Last_filter=FAILED
>22048534;First_Filter=PASSED;Last_filter=FAILED
>21800886;First_Filter=PASSED;Last_filter=FAILED
>20483876;First_Filter=PASSED;Last_filter=FAILED
>18559322;First_Filter=PASSED;Last_filter=FAILED
>18273689;First_Filter=PASSED;Last_filter=FAILED
>14598506;First_Filter=FAILED;Last_filter=FAILED
>12934462;First_Filter=FAILED;Last_filter=FAILED
>9645414;First_Filter=FAILED;Last_filter=FAILED
>3561209;First_Filter=FAILED;Last_filter=FAILED
>29257335;First_Filter=PASSED;Last_filter=PASSED
>29214033;First_Filter=PASSED;Last_filter=FAILED
>29101673;First_Filter=PASSED;Last_filter=FAILED
>29029693;First_Filter=PASSED;Last_filter=FAILED
>28768402;First_Filter=PASSED;Last_filter=FAILED
>28711146;First_Filter=PASSED;Last_filter=FAILED
>28525775;First_Filter=PASSED;Last_filter=FAILED
>28162030;First_Filter=PASSED;Last_filter=FAILED
>27497259;First_Filter=PASSED;Last_filter=FAILED
>25516473;First_Filter=PASSED;Last_filter=FAILED
>17516622;First_Filter=FAILED;Last_filter=FAILED
>16249247;First_Filter=FAILED;Last_filter=FAILED
>11958573;First_Filter=FAILED;Last_filter=FAILED
>29138598;First_Filter=PASSED;Last_filter=FAILED
>28854831;First_Filter=PASSED;Last_filter=FAILED
>28596287;First_Filter=PASSED;Last_filter=FAILED
>26261992;First_Filter=PASSED;Last_filter=FAILED
>19900567;First_Filter=PASSED;Last_filter=PASSED
>29324649;First_Filter=PASSED;Last_filter=FAILED
>29323205;First_Filter=PASSED;Last_filter=FAILED
>29312134;First_Filter=PASSED;Last_filter=FAILED
>29305324;First_Filter=PASSED;Last_filter=FAILED
>29298978;First_Filter=PASSED;Last_filter=FAILED
>29279970;First_Filter=PASSED;Last_filter=FAILED
>29278490;First_Filter=PASSED;Last_filter=FAILED
>29261408;First_Filter=PASSED;Last_filter=FAILED
>29241666;First_Filter=PASSED;Last_filter=FAILED
>29237568;First_Filter=PASSED;Last_filter=FAILED
>29235918;First_Filter=PASSED;Last_filter=FAILED
>29235916;First_Filter=PASSED;Last_filter=FAILED
>29235914;First_Filter=PASSED;Last_filter=FAILED
>29235174;First_Filter=PASSED;Last_filter=FAILED
>29227306;First_Filter=PASSED;Last_filter=FAILED
>29222076;First_Filter=PASSED;Last_filter=FAILED
>29218890;First_Filter=PASSED;Last_filter=FAILED
>29199918;First_Filter=PASSED;Last_filter=FAILED
>29194464;First_Filter=PASSED;Last_filter=FAILED
>29194052;First_Filter=PASSED;Last_filter=FAILED
>29188348;First_Filter=FAILED;Last_filter=FAILED
>29180800;First_Filter=PASSED;Last_filter=FAILED
>29179711;First_Filter=PASSED;Last_filter=FAILED
>29171014;First_Filter=PASSED;Last_filter=FAILED
>29151574;First_Filter=PASSED;Last_filter=FAILED
>29147518;First_Filter=PASSED;Last_filter=FAILED
>29132615;First_Filter=PASSED;Last_filter=FAILED
>29117139;First_Filter=PASSED;Last_filter=FAILED
>29101418;First_Filter=FAILED;Last_filter=FAILED
>29086438;First_Filter=PASSED;Last_filter=FAILED
>29079522;First_Filter=PASSED;Last_filter=FAILED
>29063545;First_Filter=PASSED;Last_filter=FAILED
>29057395;First_Filter=PASSED;Last_filter=FAILED
>29046267;First_Filter=PASSED;Last_filter=FAILED
>29042219;First_Filter=PASSED;Last_filter=FAILED
>29042152;First_Filter=PASSED;Last_filter=FAILED
>29038732;First_Filter=PASSED;Last_filter=FAILED
>29029305;First_Filter=PASSED;Last_filter=FAILED
>29026108;First_Filter=PASSED;Last_filter=FAILED
>28993656;First_Filter=PASSED;Last_filter=FAILED
>28992453;First_Filter=PASSED;Last_filter=FAILED
>28981453;First_Filter=PASSED;Last_filter=FAILED
>28968709;First_Filter=PASSED;Last_filter=FAILED
>28968677;First_Filter=PASSED;Last_filter=FAILED
>28967349;First_Filter=PASSED;Last_filter=FAILED
>28959135;First_Filter=PASSED;Last_filter=FAILED
>28956864;First_Filter=PASSED;Last_filter=FAILED
>28949092;First_Filter=PASSED;Last_filter=FAILED
>28948531;First_Filter=PASSED;Last_filter=FAILED
>28933947;First_Filter=PASSED;Last_filter=FAILED
>28932174;First_Filter=PASSED;Last_filter=FAILED
>28926775;First_Filter=PASSED;Last_filter=FAILED
>28922596;First_Filter=PASSED;Last_filter=FAILED
>28918672;First_Filter=PASSED;Last_filter=FAILED
>28918390;First_Filter=PASSED;Last_filter=FAILED
>28912801;First_Filter=PASSED;Last_filter=FAILED
>28899706;First_Filter=PASSED;Last_filter=FAILED
>28894245;First_Filter=PASSED;Last_filter=FAILED
>28887351;First_Filter=PASSED;Last_filter=FAILED
>28880333;First_Filter=PASSED;Last_filter=FAILED
>28875035;First_Filter=PASSED;Last_filter=FAILED
>28867810;First_Filter=PASSED;Last_filter=FAILED
>28866555;First_Filter=PASSED;Last_filter=FAILED
>28859346;First_Filter=PASSED;Last_filter=FAILED
>28853484;First_Filter=PASSED;Last_filter=FAILED
>28851678;First_Filter=PASSED;Last_filter=FAILED
>28848388;First_Filter=PASSED;Last_filter=FAILED
>28836909;First_Filter=PASSED;Last_filter=FAILED
>28830106;First_Filter=PASSED;Last_filter=FAILED
>28829624;First_Filter=PASSED;Last_filter=FAILED
>28807870;First_Filter=PASSED;Last_filter=FAILED
>28802713;First_Filter=PASSED;Last_filter=FAILED
>28797242;First_Filter=PASSED;Last_filter=FAILED
>28774444;First_Filter=PASSED;Last_filter=FAILED
>28774262;First_Filter=PASSED;Last_filter=FAILED
>28770216;First_Filter=PASSED;Last_filter=FAILED
>28748430;First_Filter=PASSED;Last_filter=FAILED
>28728937;First_Filter=PASSED;Last_filter=FAILED
>28715190;First_Filter=PASSED;Last_filter=FAILED
>28692138;First_Filter=PASSED;Last_filter=FAILED
>28668006;First_Filter=PASSED;Last_filter=FAILED
>28666387;First_Filter=PASSED;Last_filter=FAILED
>28662045;First_Filter=PASSED;Last_filter=FAILED
>28632438;First_Filter=PASSED;Last_filter=FAILED
>28632437;First_Filter=PASSED;Last_filter=FAILED
>28626296;First_Filter=PASSED;Last_filter=FAILED
>28583429;First_Filter=PASSED;Last_filter=FAILED
>28575140;First_Filter=PASSED;Last_filter=FAILED
>28527522;First_Filter=PASSED;Last_filter=FAILED
>28520598;First_Filter=PASSED;Last_filter=FAILED
>28474419;First_Filter=PASSED;Last_filter=FAILED
>28472273;First_Filter=PASSED;Last_filter=FAILED
>28456584;First_Filter=PASSED;Last_filter=FAILED
>28436893;First_Filter=PASSED;Last_filter=FAILED
>28394393;First_Filter=PASSED;Last_filter=FAILED
>28372961;First_Filter=PASSED;Last_filter=FAILED
>28370082;First_Filter=PASSED;Last_filter=FAILED
>28368170;First_Filter=PASSED;Last_filter=FAILED
>28361707;First_Filter=PASSED;Last_filter=FAILED
>28361689;First_Filter=PASSED;Last_filter=FAILED
>28333183;First_Filter=PASSED;Last_filter=FAILED
>28287984;First_Filter=PASSED;Last_filter=FAILED
>28282239;First_Filter=PASSED;Last_filter=FAILED
>28263942;First_Filter=PASSED;Last_filter=FAILED
>28263936;First_Filter=PASSED;Last_filter=FAILED
>28261530;First_Filter=PASSED;Last_filter=FAILED
>28232122;First_Filter=PASSED;Last_filter=FAILED
>28217081;First_Filter=PASSED;Last_filter=FAILED
>28164232;First_Filter=PASSED;Last_filter=FAILED
>28154050;First_Filter=PASSED;Last_filter=FAILED
>28147685;First_Filter=PASSED;Last_filter=FAILED
>28127429;First_Filter=PASSED;Last_filter=FAILED
>28116551;First_Filter=PASSED;Last_filter=FAILED
>28107565;First_Filter=PASSED;Last_filter=FAILED
